from_type,from_id,to_type,to_id,flow
restaurant,93,center,198,89938.7457717847
restaurant,94,center,49,29434.8707316856
restaurant,95,center,81,8697.95449713912
restaurant,96,center,84,50953.0068201237
restaurant,97,center,10,86087.859348022
restaurant,98,center,112,67716.2852799249
restaurant,99,center,90,39174.9290281564
restaurant,100,center,43,52473.9115206959
restaurant,101,center,132,81252.6351384985
restaurant,102,center,73,32933.5919771015
restaurant,103,center,68,60786.3088800518
restaurant,104,center,26,81571.6009105435
restaurant,105,center,147,57010.786359619
restaurant,106,center,107,67821.5833928701
restaurant,107,center,118,75266.3129441673
restaurant,108,center,90,45718.5255971563
restaurant,109,center,146,88666.1403220816
restaurant,110,center,66,49504.6200560261
restaurant,111,center,87,34082.6083254827
restaurant,112,center,155,38342.0554639653
restaurant,113,center,30,71454.5410584973
restaurant,114,center,126,64864.9387602854
restaurant,115,center,140,77890.4019478549
restaurant,116,center,163,53489.082700063
restaurant,117,center,72,28815.4842847032
restaurant,118,center,34,60137.9381821185
restaurant,119,center,149,75655.5033281187
restaurant,120,center,175,44863.6314481698
restaurant,121,center,103,19529.8127855684
restaurant,122,center,33,31072.2708611653
restaurant,123,center,44,27850.8694240294
restaurant,124,center,164,87055.7310507061
restaurant,125,center,124,67160.4544710542
restaurant,126,center,91,83161.330615183
restaurant,127,center,17,95129.2914132674
restaurant,128,center,45,38979.157397613
restaurant,129,center,120,61402.8685979435
restaurant,130,center,39,29252.5704881996
restaurant,131,center,48,63029.62234618
restaurant,132,center,130,45908.5024837814
restaurant,133,center,143,60995.5500044429
restaurant,134,center,95,56191.5122018204
restaurant,135,center,21,56133.10411412
restaurant,136,center,82,32264.7777467275
restaurant,137,center,116,29041.9977814686
restaurant,138,center,69,55109.7956654199
restaurant,139,center,177,4270.37409107089
restaurant,140,center,71,25155.9664084692
restaurant,141,center,165,50525.3649573342
restaurant,142,center,34,18799.8717594823
restaurant,143,center,195,60495.987444705
restaurant,144,center,110,29760.192110538
restaurant,145,center,88,59526.9144475662
restaurant,146,center,2,27184.6694578162
restaurant,147,center,121,66199.9153393147
restaurant,148,center,169,48944.4833682886
restaurant,149,center,25,44876.4716400063
restaurant,150,center,45,65122.7131767159
restaurant,151,center,19,40237.6766873939
restaurant,152,center,99,69175.1913095544
restaurant,153,center,178,2475.12980350108
restaurant,154,center,20,69698.5369384557
restaurant,155,center,16,74619.705076976
restaurant,156,center,12,17860.050491437
restaurant,157,center,169,74456.3110791079
restaurant,158,center,15,34286.9411955429
restaurant,159,center,52,56203.5082375392
restaurant,160,center,193,50928.2103354721
restaurant,161,center,125,62178.1657410326
restaurant,162,center,31,58578.3801904948
restaurant,163,center,53,65874.937689836
restaurant,164,center,142,26535.4212202437
restaurant,165,center,188,91673.112614581
restaurant,166,center,2,21847.2698853674
restaurant,167,center,95,39505.0764607818
restaurant,168,center,159,17610.739945728
restaurant,169,center,8,65645.4465589695
restaurant,170,center,100,72932.9514540148
restaurant,171,center,128,21394.7239164192
restaurant,172,center,39,62620.8321649756
restaurant,173,center,137,53672.8383782091
restaurant,174,center,59,44322.4917703901
restaurant,175,center,25,62381.7892841396
restaurant,176,center,76,43319.1748255657
restaurant,177,center,2,35696.3196963371
restaurant,178,center,98,42369.1291551015
restaurant,179,center,152,34641.4634919459
restaurant,180,center,54,28590.1256069158
restaurant,181,center,27,21062.5481745622
restaurant,182,center,93,91330.2823248815
restaurant,183,center,78,70256.9641285529
restaurant,184,center,177,55554.6685491312
restaurant,185,center,184,58229.102797766
restaurant,186,center,141,84054.0167055395
restaurant,187,center,121,50568.1939314711
restaurant,188,center,51,68058.9257807364
restaurant,189,center,41,41380.93468748
restaurant,190,center,2,18203.0380541676
restaurant,191,center,94,36616.9666626497
restaurant,192,center,200,24492.5192483934
restaurant,193,center,97,65735.9742848993
restaurant,194,center,104,65764.5517440565
restaurant,195,center,154,68846.7163059386
restaurant,196,center,148,29729.4817319273
restaurant,197,center,89,47950.8865714977
restaurant,198,center,11,61458.577166748
restaurant,199,center,157,46203.9464116397
restaurant,200,center,9,57233.1991786746
restaurant,201,center,176,68679.3932902639
restaurant,202,center,89,50598.5889038476
restaurant,203,center,43,51797.5516297937
restaurant,204,center,105,44760.3984229143
restaurant,205,center,70,57933.7795430416
restaurant,206,center,67,46353.0617002434
restaurant,207,center,42,91726.2008349089
restaurant,208,center,14,62457.2364672367
restaurant,209,center,3,70512.9988921799
restaurant,210,center,32,50595.3563161828
restaurant,211,center,180,55373.4157736212
restaurant,212,center,182,54235.4245384475
restaurant,213,center,154,29044.0291608385
restaurant,214,center,79,66258.5276112483
restaurant,215,center,16,16831.8963376925
restaurant,216,center,183,49358.9945554828
restaurant,217,center,106,63268.8385460897
restaurant,218,center,1,11216.6562371629
restaurant,219,center,190,80267.6787838782
restaurant,220,center,60,58975.1348183172
restaurant,221,center,14,56507.3417739887
restaurant,222,center,64,34207.4071912413
restaurant,223,center,117,54890.4777273889
restaurant,224,center,101,61947.5919588054
restaurant,225,center,96,59762.4098484355
restaurant,226,center,179,54332.941972912
restaurant,227,center,107,16635.6128947325
restaurant,228,center,22,77662.3830922637
restaurant,229,center,75,64579.7255156499
restaurant,230,center,161,54014.2894377263
restaurant,231,center,129,45186.7528058078
restaurant,232,center,23,66234.5904502698
restaurant,233,center,6,46960.3495623452
restaurant,234,center,120,36797.7663712375
restaurant,235,center,74,82545.3375873047
restaurant,236,center,102,62210.8815996959
restaurant,237,center,122,45822.9528068045
restaurant,238,center,57,38466.0200599838
restaurant,239,center,10,41981.8614823556
restaurant,240,center,151,53891.114424689
restaurant,241,center,5,41244.5627401828
restaurant,242,center,76,46743.5325323939
restaurant,243,center,1,31681.3884556926
restaurant,244,center,94,60735.5709773588
restaurant,245,center,50,67586.3239282426
restaurant,246,center,12,43171.416987978
restaurant,247,center,47,27177.9982591335
restaurant,248,center,181,22656.9518996302
restaurant,249,center,50,47587.8508395678
restaurant,250,center,6,56302.9342932107
restaurant,251,center,103,39560.9142815215
restaurant,252,center,168,33488.8851528446
restaurant,253,center,3,63248.2499469968
restaurant,254,center,198,73482.001048707
restaurant,255,center,173,55259.3649190374
restaurant,256,center,35,31486.0987958814
restaurant,257,center,2,36665.1052274235
restaurant,258,center,81,37054.2779220233
restaurant,259,center,59,54807.1631556824
restaurant,260,center,100,28481.44760416
restaurant,261,center,33,81181.2478876208
restaurant,262,center,57,28312.6100970709
restaurant,263,center,111,63035.737013852
restaurant,264,center,14,40833.6475527133
restaurant,265,center,49,81889.8205102094
restaurant,266,center,79,37093.1137894686
restaurant,267,center,153,690.880221353575
restaurant,268,center,128,30879.0633566603
restaurant,269,center,1,38159.2790574129
restaurant,270,center,66,30439.198507304
restaurant,271,center,2,22403.9914883475
restaurant,272,center,63,27089.1507948006
restaurant,273,center,127,58792.1614632416
restaurant,274,center,61,78902.6125993908
restaurant,275,center,3,17990.6596071344
restaurant,276,center,24,67812.5064361061
restaurant,277,center,124,75235.9374479677
restaurant,278,center,162,52616.0653340179
restaurant,279,center,200,50931.4951435831
restaurant,280,center,156,44616.8675081982
restaurant,281,center,44,49186.0766698292
restaurant,282,center,36,78674.2334967601
restaurant,283,center,1,22020.3139416669
restaurant,284,center,18,75094.9613870863
restaurant,285,center,2,34925.8114491218
restaurant,286,center,84,47975.2054349372
restaurant,287,center,186,29161.7668724622
restaurant,288,center,15,35541.3248399936
restaurant,289,center,27,19945.5587461552
restaurant,290,center,7,35814.472540984
restaurant,291,center,65,47445.7974305207
restaurant,292,center,9,73989.0834505261
restaurant,293,center,2,23563.8674673764
restaurant,294,center,46,80041.9473084882
restaurant,295,center,29,56449.0163059352
restaurant,296,center,178,86453.614889854
restaurant,297,center,5,55846.156385931
restaurant,298,center,128,25179.9154559581
restaurant,299,center,164,44005.4425852788
restaurant,300,center,73,54503.2965827715
restaurant,301,center,63,49204.0988250031
restaurant,302,center,3,72037.8571992803
restaurant,303,center,7,78688.1854208026
restaurant,304,center,2,39252.1368323882
restaurant,305,center,56,38190.7813608523
restaurant,306,center,2,57572.6154087894
restaurant,307,center,3,49945.5809404286
restaurant,308,center,28,59638.7930943367
restaurant,309,center,182,34110.8856234186
restaurant,310,center,18,52568.3549173519
restaurant,311,center,53,62034.6987038761
restaurant,312,center,33,13932.5055148074
restaurant,313,center,124,44527.0586415796
restaurant,314,center,2,30196.8889072906
restaurant,315,center,2,71655.2792067479
restaurant,316,center,11,32879.8153903538
restaurant,317,center,174,71845.0209546588
restaurant,318,center,2,46268.5176020992
restaurant,319,center,4,73912.6720360941
center,1,neighborhood,168,3595.8805945192
center,1,neighborhood,549,99481.7570974161
center,2,neighborhood,196,135862.8412424049
center,2,neighborhood,364,715910.8358282171
center,3,neighborhood,207,90104.48960642866
center,3,neighborhood,324,76229.3205978307
center,3,neighborhood,561,107401.53638176061
center,4,neighborhood,195,22021.899782979628
center,4,neighborhood,561,51890.77225311447
center,5,neighborhood,352,97090.7191261138
center,6,neighborhood,367,103263.2838555559
center,7,neighborhood,352,40681.84083733265
center,7,neighborhood,561,76813.72533556694
center,8,neighborhood,529,65645.4465589695
center,9,neighborhood,129,131222.2826292007
center,10,neighborhood,250,128069.7208303776
center,11,neighborhood,324,94338.39255710179
center,12,neighborhood,250,61031.467479415005
center,13,neighborhood,248,128669.8039113745
center,14,neighborhood,364,238228.80822680978
center,15,neighborhood,561,69828.26603553651
center,16,neighborhood,367,45750.48453248758
center,16,neighborhood,549,45701.11688218091
center,17,neighborhood,196,150148.0423170484
center,18,neighborhood,250,127663.3163044382
center,19,neighborhood,367,101889.3350136281
center,20,neighborhood,324,69698.5369384557
center,21,neighborhood,250,89278.0946766052
center,22,neighborhood,182,15057.832569538848
center,22,neighborhood,561,62604.55052272485
center,23,neighborhood,207,66234.5904502698
center,24,neighborhood,129,67812.5064361061
center,25,neighborhood,250,107258.2609241459
center,26,neighborhood,248,81571.6009105435
center,27,neighborhood,248,41008.1069207174
center,28,neighborhood,182,59638.7930943367
center,29,neighborhood,447,56449.0163059352
center,30,neighborhood,129,71454.5410584973
center,31,neighborhood,182,58578.3801904948
center,32,neighborhood,324,50595.3563161828
center,33,neighborhood,447,126186.02426359351
center,34,neighborhood,248,78937.8099416008
center,35,neighborhood,242,66529.34239458409
center,35,neighborhood,561,9517.779522227807
center,36,neighborhood,183,78674.2334967601
center,38,neighborhood,364,63994.2883464987
center,39,neighborhood,183,91873.4026531752
center,40,neighborhood,561,60632.8387707581
center,41,neighborhood,172,3961.6383815694135
center,41,neighborhood,561,101810.5275136618
center,42,neighborhood,248,91726.2008349089
center,43,neighborhood,156,104271.46315048961
center,44,neighborhood,324,77036.9460938586
center,45,neighborhood,352,104101.8705743289
center,46,neighborhood,352,80041.9473084882
center,47,neighborhood,196,101546.069010782
center,48,neighborhood,196,113517.40107304449
center,49,neighborhood,352,111324.69124189501
center,50,neighborhood,196,115174.17476781039
center,51,neighborhood,447,68058.9257807364
center,52,neighborhood,183,126946.5530885669
center,53,neighborhood,367,127909.6363937121
center,54,neighborhood,324,28590.1256069158
center,55,neighborhood,250,27907.1135763576
center,56,neighborhood,250,115013.1106486966
center,57,neighborhood,352,66778.6301570547
center,58,neighborhood,207,46112.2201627773
center,59,neighborhood,250,99129.6549260725
center,60,neighborhood,352,58975.1348183172
center,61,neighborhood,352,103833.1014157398
center,62,neighborhood,324,56278.4239516407
center,63,neighborhood,182,76293.2496198037
center,64,neighborhood,352,51337.6371395627
center,65,neighborhood,196,47445.7974305207
center,66,neighborhood,324,79943.8185633301
center,67,neighborhood,182,88038.344483426
center,68,neighborhood,182,124231.71770398761
center,69,neighborhood,196,55109.7956654199
center,70,neighborhood,549,57933.7795430416
center,71,neighborhood,324,25155.9664084692
center,72,neighborhood,250,28815.4842847032
center,73,neighborhood,196,87436.88855987301
center,74,neighborhood,250,82545.3375873047
center,75,neighborhood,250,64579.7255156499
center,76,neighborhood,195,90062.7073579596
center,78,neighborhood,156,120818.6964582887
center,79,neighborhood,367,103351.64140071691
center,80,neighborhood,250,30615.6454270934
center,81,neighborhood,561,45752.23241916242
center,82,neighborhood,549,32264.7777467275
center,83,neighborhood,129,82956.8453453374
center,84,neighborhood,183,4036.3742584458087
center,84,neighborhood,447,94891.8379966151
center,85,neighborhood,364,23644.9980901765
center,86,neighborhood,324,59669.7311336037
center,87,neighborhood,248,111215.8502795967
center,88,neighborhood,250,59526.9144475662
center,89,neighborhood,69,47786.810178312706
center,89,neighborhood,324,50762.665297032596
center,90,neighborhood,196,84893.4546253127
center,91,neighborhood,352,83161.330615183
center,92,neighborhood,250,40478.7827268196
center,93,neighborhood,250,20574.48609486944
center,93,neighborhood,561,70755.79623001206
center,94,neighborhood,364,97352.5376400085
center,95,neighborhood,165,74294.72996059922
center,95,neighborhood,364,21401.85870200298
center,96,neighborhood,250,59762.4098484355
center,97,neighborhood,324,65735.9742848993
center,98,neighborhood,352,42369.1291551015
center,99,neighborhood,129,69175.1913095544
center,100,neighborhood,242,101414.3990581748
center,101,neighborhood,250,61947.5919588054
center,102,neighborhood,182,62210.8815996959
center,103,neighborhood,367,59090.7270670899
center,104,neighborhood,364,65764.5517440565
center,105,neighborhood,367,44760.3984229143
center,106,neighborhood,324,63268.8385460897
center,107,neighborhood,183,84457.19628760261
center,108,neighborhood,250,28702.799748575
center,109,neighborhood,352,53783.5683012393
center,110,neighborhood,172,106371.7107635629
center,111,neighborhood,182,63035.737013852
center,112,neighborhood,248,67716.2852799249
center,113,neighborhood,250,73331.7049728552
center,116,neighborhood,324,60342.383461693404
center,117,neighborhood,248,54890.4777273889
center,118,neighborhood,352,75266.3129441673
center,119,neighborhood,352,58516.925049204
center,120,neighborhood,248,20551.37310541398
center,120,neighborhood,549,77649.26186376702
center,121,neighborhood,250,116768.10927078579
center,122,neighborhood,352,76889.7570878503
center,123,neighborhood,182,77424.31561115
center,124,neighborhood,364,137820.58620723058
center,124,neighborhood,447,137070.9440629927
center,125,neighborhood,191,62178.1657410326
center,126,neighborhood,248,99744.7223738195
center,127,neighborhood,207,122481.27023848181
center,128,neighborhood,129,63545.72479229956
center,128,neighborhood,561,13907.97793673804
center,129,neighborhood,250,84687.6716196919
center,130,neighborhood,207,45908.5024837814
center,131,neighborhood,250,37968.300701746
center,132,neighborhood,367,81252.6351384985
center,134,neighborhood,156,29136.888371059904
center,134,neighborhood,447,41313.37392080951
center,135,neighborhood,561,27401.430210370345
center,136,neighborhood,196,48967.477642642
center,137,neighborhood,182,53672.8383782091
center,138,neighborhood,248,43271.592566361
center,139,neighborhood,182,92204.53303432811
center,140,neighborhood,364,15716.532915506592
center,140,neighborhood,561,62173.86903234831
center,141,neighborhood,250,84054.0167055395
center,142,neighborhood,191,70634.58708808501
center,142,neighborhood,561,6565.88537542519
center,143,neighborhood,182,60995.5500044429
center,144,neighborhood,324,25326.1312917943
center,145,neighborhood,248,99898.4273039197
center,146,neighborhood,196,88666.1403220816
center,147,neighborhood,250,84824.8718813946
center,148,neighborhood,182,94342.5153763024
center,149,neighborhood,447,75655.5033281187
center,151,neighborhood,324,53891.114424689
center,152,neighborhood,250,88489.68919041389
center,153,neighborhood,561,690.880221353575
center,154,neighborhood,196,97890.7454667771
center,155,neighborhood,352,95712.49585595439
center,156,neighborhood,129,117373.01796176951
center,157,neighborhood,250,118518.7779504235
center,158,neighborhood,352,22593.5064103228
center,159,neighborhood,364,17610.739945728
center,160,neighborhood,156,67026.7032105566
center,161,neighborhood,195,54014.2894377263
center,162,neighborhood,250,52616.0653340179
center,163,neighborhood,196,53489.082700063
center,164,neighborhood,324,183988.9648958351
center,165,neighborhood,250,50525.3649573342
center,166,neighborhood,364,77137.0600983233
center,168,neighborhood,250,33488.8851528446
center,169,neighborhood,172,123400.7944473965
center,171,neighborhood,156,86156.0717180345
center,172,neighborhood,129,69686.9520345825
center,173,neighborhood,447,55259.3649190374
center,174,neighborhood,367,100780.27011535224
center,174,neighborhood,561,19989.01281708866
center,175,neighborhood,324,137616.325453889
center,176,neighborhood,195,68679.3932902639
center,177,neighborhood,182,59825.04264020209
center,178,neighborhood,250,88928.74469335508
center,179,neighborhood,364,54332.941972912
center,180,neighborhood,191,55373.4157736212
center,181,neighborhood,367,22656.9518996302
center,182,neighborhood,69,88346.3101618661
center,183,neighborhood,196,49358.9945554828
center,184,neighborhood,182,116490.2726268724
center,186,neighborhood,367,29161.7668724622
center,187,neighborhood,196,59122.4032477866
center,188,neighborhood,352,91673.112614581
center,189,neighborhood,196,53334.2162790592
center,190,neighborhood,183,80267.6787838782
center,192,neighborhood,352,23708.3333857925
center,193,neighborhood,529,102631.29701886955
center,194,neighborhood,248,124691.63662458138
center,195,neighborhood,549,60495.987444705
center,196,neighborhood,248,43299.4282702077
center,198,neighborhood,129,163420.74682049168
center,199,neighborhood,324,195563.6873485272
center,200,neighborhood,182,75424.0143919765
center,201,neighborhood,250,35785.5661053159
