"Borough","NTAName","SiteName","SiteAddr","Hosted_By","Open_Month","Day_Hours","Notes","Website","BoroCD","CouncilDis","ct2010","BBL","BIN","Latitude","Longitude","PolicePrec","Object.ID","Location.Point","App.Android","App.iOS","X.Assembly.District","X.Congress.District","DSNY.District","X.DSNY.Section","DSNY.Zone","Senate.District"
"Manhattan","Upper West Side (Central)","West Side Community Garden","West of 110 West 90th street, New York, NY 10024 (between Columbus Ave and Amsterdam Ave)","","Year Round","Sundays (Start Time: 11:00 AM - End Time:  12:00 PM)","Receptacles are placed outside the West Side Community Garden gate. No rice, bread, pasta, and grains. The drop-off will be closed during inclement weather including rain and snow. Please check www.instagram.com/westsidecommunitygarden for closure announ","https://www.westsidecommunitygarden.org/",107,6,1017300,NA,NA,40.78951562,-73.9716111,24,60725,"POINT (-73.9716111 40.78951562)","","",69,12,"MN07","MN073","MN",47
"Queens","Sunnyside","Woodside Sunnyside Composting","50th St and Barnett Avenue Woodside, NY 11104","Volunteers at Woodside Sunnyside Composting","Year Round","Sunday (Start Time: 2:00 PM - End Time:  5:00 PM (Spring, Summer))","","https://www.woodsidesunnysidecomposting.org/",402,26,4016900,NA,NA,40.75013,-73.91369,108,60859,"POINT (-73.91369 40.75013)","","",37,7,"QW02","QW022","QW",12
"Queens","Sunnyside","45th Street Composters","41-12 45th Street (45th St & Skillman Ave, Queens, NY 11104)","Volunteers at 45th Street Compost","Year Round","Sunday (Start Time: 10:30 AM - End Time:  1:00 PM)","","https://linktr.ee/45thstreetcomposters",402,26,4018300,NA,NA,40.746199,-73.919118,108,60857,"POINT (-73.919118 40.746199)","","",37,7,"QW02","QW022","QW",12
"Brooklyn","Williamsburg","Domino Park","15 River Street Brooklyn, NY 11249","Staff at Domino Park","Year Round","Monday and Thursday (Start Time: Monday 10:00 AM, Thursday, 6:00 PM - End Time:  Monday 12:00 PM, Thursday 8:00 PM)","","http://www.dominopark.com/",301,33,3055100,NA,NA,40.714448,-73.968049,90,60846,"POINT (-73.968049 40.714448)","","",50,7,"BKN01","BKN012","BKN",59
"Manhattan","Upper East Side-Yorkville","Asphalt Green Food Scrap Drop-off","East 91st St & York Ave","GrowNYC","Year Round","Sunday (Start Time: 7:30 AM - End Time:  12:30 PM)","","grownyc.org/compost",108,5,1015200,NA,NA,40.779055,-73.944665,19,60612,"POINT (-73.944665 40.779055)","","",76,12,"MN08","MN085","MN",29
"Queens","Elmhurst","St. James Compost","86-02 Broadway, Elmhurst, NY 11373","Volunteers at St. James Compost","Year Round","Every day (Start Time: 9:00 AM - End Time:  6:00 PM)","","https://www.instagram.com/stjamescompost/",404,25,4047300,NA,NA,40.73833,-73.87775,110,60827,"POINT (-73.87775 40.73833)","","",30,6,"QW04","QW041","QW",12
"Brooklyn","Marine Park-Mill Basin-Bergen Beach","Genovesi Environmental Study Center","7151 Avenue T, Brooklyn, NY 11234","Genovesi Environmental Study Center","Year Round","Monday - Friday (Start Time: 9:00 AM - End Time:  3:00 PM)","","https://www.schools.nyc.gov/learning/student-journey/experiential-learning/genovesi-environmental-study-center",318,46,3069602,NA,NA,40.62214652,-73.9084944,63,60874,"POINT (-73.9084944 40.62214652)","","",59,8,"BKS18","BKS184","BKS",21
"Brooklyn","Park Slope","Old Stone House Brooklyn","336 3rd St, Brooklyn, NY 11215","Old Stone House Brooklyn","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","",306,39,3013500,NA,NA,40.6727118,-73.984731,78,60447,"POINT (-73.984731 40.6727118)","","",52,10,"BKS06","BKS064","BKS",26
"Manhattan","East Harlem (North)","Rodale Pleasant Park Community Garden","437 E 114th St, New York, NY 10029","Rodale Pleasant Park Community Garden","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","To volunteer, email Flosparks0306@gmail.com.","",111,8,1017800,NA,NA,40.79426591,-73.93441424,23,60742,"POINT (-73.93441424 40.79426591)","","",68,13,"MN11","MN112","MN",29
"Staten Island","Snug Harbor","*CLOSED UNTIL JUNE 2024* Compost Demonstration Site at Snug Harbor Cultural Cente","Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace","NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden","Year Round","Thursday and Saturday (Start Time: 4:00 PM - End Time:  7:00 PM)","","www.snug-harbor.org",501,49,5009702,NA,NA,40.641619,-74.1012686,120,60516,"POINT (-74.1012686 40.641619)","","",61,11,"SI01","SI012","SI",23
"Manhattan","Harlem (North)","Abyssinian Tot Lot","130 W 139th St, New York, NY 10030","GrowNYC and the Malcolm X Boulevard Beautification Group","Year Round","Saturday (Start Time: 8:00 AM - End Time:  12:30 PM)","","grownyc.org/compost",110,9,1023000,NA,NA,40.81714524,-73.94088227,32,60700,"POINT (-73.94088227 40.81714524)","","",70,13,"MN10","MN104","MN",30
"Queens","Kew Gardens","Anshe Shalom Chabad JCC","82-52 Abingdon Road Kew Gardens, NY 11415","Anshe Shalom Chabad JCC","Year Round","Sunday - Friday (Start Time: Dawn - End Time:  Dusk)","","https://www.chabadofthegardens.com/#utm_source=domain&utm_medium=domain&utm_campaign=chabadhome.org",409,29,4077500,NA,NA,40.7081655,-73.8342141,102,60869,"POINT (-73.8342141 40.7081655)","","",28,5,"QW09","QW094","QW",14
"Brooklyn","East Williamsburg","Sure We Can","219 McKibben Street, Brooklyn, NY 11206","Sure We Can","Year Round","Monday - Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday 5:00 PM, Saturday 1:00 PM)","","http://www.surewecan.org/composting",301,34,3048500,NA,NA,40.705441,-73.93882,90,60847,"POINT (-73.93882 40.705441)","","",53,7,"BKN01","BKN015","BKN",18
"Manhattan","Lower East Side","*LAST DAY DECEMBER 4* Grand Street & Clinton Street","Grand Street & Clinton Street","NYC Compost Project Hosted by LES Ecology Center","Year Round","Monday (Start Time: 9:00 AM - End Time:  2:00 PM)","","https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/",103,1,1001401,NA,NA,40.715889,-73.986861,7,60605,"POINT (-73.986861 40.715889)","","",65,10,"MN03","MN031","MN",27
"Queens","Astoria (Central)","Astoria Pug: Broadway","32-11 31st St, Queens, NY 11106","Astoria Pug","Year Round","Saturday (Start Time: 9:00 AM - End Time:  3:00 PM)","","https://www.instagram.com/astoriapug/?hl=en",401,22,4005900,NA,NA,40.761472,-73.925611,114,60312,"POINT (-73.925611 40.761472)","","",36,14,"QW01","QW014","QW",59
"Manhattan","Hell's Kitchen","*LAST DAY DECEMBER 5* 10th Avenue and 43rd Street","Southeeast Corder of 10th Avenue and 43rd STreet, NY NY 10036","LES Ecology Center","Year Round","Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM)","","www.lesecologycenter.org",104,3,1012102,NA,NA,40.7601267,-73.9949035,10,60687,"POINT (-73.9949035 40.7601267)","","",75,12,"MN04","MN043","MN",47
"Queens","Jackson Heights","Farm Spot CSA","33-50 82nd street","Volunteers at Farm Spot","June 15-Oct 26","Thursday (Start Time: 6:00 PM - End Time:  7:30 PM)","","Farmspot.org",403,25,4028300,4012540032,4028776,40.754004,-73.885483,115,60864,"POINT (-73.885483 40.754004)","","",34,6,"QW03","QW032","QW",13
"Brooklyn","Downtown Brooklyn-DUMBO-Boerum Hill","Brooklyn Borough Hall Saturday Greenmarket","Court St. and Montague St.","GrowNYC","Year Round","Saturday (Start Time: 8:00 AM - End Time:  12:00 PM)","","grownyc.org/compost",302,33,3001100,NA,NA,40.693609,-73.990261,84,60820,"POINT (-73.990261 40.693609)","","",52,10,"BKN02","BKN021","BKN",26
"Queens","Ridgewood","Ridgewood Farmstand","Cypress Ave btw Myrtle Ave. and Putnam Ave.","GrowNYC","Year Round","Saturday (Start Time: 9:30 AM - End Time:  1:30 PM)","","grownyc.org/compost",405,34,4055100,NA,NA,40.7003,-73.906675,104,60879,"POINT (-73.906675 40.7003)","","",38,7,"QW05","QW053","QW",18
"Brooklyn","East New York-New Lots","East New York Farms: UCC Youth Farm","613 New Lots Avenue","East New York Farms","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","https://ucceny.org/enyf/",305,42,3112400,3040890025,3090717,40.66547,-73.88668,75,60837,"POINT (-73.88668 40.66547)","","",60,8,"BKN05","BKN054","BKN",19
"Brooklyn","East New York (North)","East New York Farms: St. John Community Garden","474 New Jersey Ave, Brooklyn, NY 11207","East New York Farms","March - November","24/7 (Start Time: 24/7 - End Time:  24/7)","","ucceny.org/enyf-old/compost/",305,42,3115600,NA,NA,40.6676529,-73.8940832,75,60842,"POINT (-73.8940832 40.6676529)","","",60,8,"BKN05","BKN054","BKN",19
"Brooklyn","Bushwick (East)","Wilson Ave Food Scrap Drop-off","Wilson Ave & Moffat St (near L train)","GrowNYC","Year Round","Thursday (Start Time: 9:00 AM - End Time:  1:00 PM)","","grownyc.org/compost",304,37,3041100,NA,NA,40.688793,-73.904826,83,60425,"POINT (-73.904826 40.688793)","","",54,7,"BKN04","BKN043","BKN",18
"Manhattan","The Battery-Governors Island-Ellis Island-Liberty Island","Governors Island Compost Learning Center","758 Enright Rd","NYC Compost Project Hosted by Earth Matter NY","May 1- November 1","Saturday and Sunday (Start Time: 12:00 PM - End Time:  4:00 PM)","","",101,1,1000500,NA,NA,40.6871579,-74.0201142,1,60556,"POINT (-74.0201142 40.6871579)","","",61,10,"MN01","","MN",26
"Brooklyn","Ocean Hill","Phoenix Community Garden","36 Somers Street, Brooklyn, NY 11233","Phoenix Community Garden","March - November","Saturday (Start Time: 11:00 AM - End Time:  3:00 PM)","","https://www.phoenixcommunitygarden.org/",316,41,3037100,NA,NA,40.6785,-73.912,73,60805,"POINT (-73.912 40.6785)","","",55,8,"BKN16","BKN162","BKN",25
"Manhattan","Upper West Side-Manhattan Valley","97th Street Greenmarket","W 97th St and Amsterdam Ave","GrowNYC","Year Round","Friday (Start Time: 8:00 AM - End Time:  12:30 PM)","No meat, bones, or dairy","grownyc.org/compost",107,7,1018500,NA,NA,40.794717,-73.969552,24,60732,"POINT (-73.969552 40.794717)","","",69,12,"MN07","MN074","MN",47
"Bronx","Tremont","Mary Mitchell Center","2007 Mapes Ave, Bronx, NY 10460","Mary Mitchell Family & Youth Center","Year Round","Monday - Friday (Start Time: 9:00 AM - End Time:  5:00 PM)","","http://themarymitchellfyc.org/",206,15,2037100,NA,NA,40.844901,-73.887287,48,60778,"POINT (-73.887287 40.844901)","","",79,15,"BX06","BX062","BX",32
"Brooklyn","Sunset Park (West)","Los Colibríes Community Garden","219 34th Street, Brooklyn 11232","Los Colibríes Community Garden","Year Round","Sunday (Start Time: 11:00 AM - End Time:  4:00 PM)","No meat, bones, or dairy.","https://www.facebook.com/jardin34/",307,38,3008400,NA,NA,40.6547305,-74.0018481,72,60810,"POINT (-74.0018481 40.6547305)","","",51,10,"BKS07","BKS072","BKS",26
"Staten Island","Port Richmond","*CLOSED FOR THE SEASON* West Brighton","Chappell Street and Henderson Avenue","Snug Harbor Youth","Seasonal","Friday (Start Time: 4:00 PM - End Time:  5:30 PM)","","snug-harbor.org",501,49,5013302,NA,NA,40.636758,-74.119727,120,60514,"POINT (-74.119727 40.636758)","","",61,11,"SI01","SI013","SI",23
"Brooklyn","Bensonhurst","Bensonhurst Greenmarket","18th Ave btwn 81st & 82nd Streets","GrowNYC","Year Round","Sunday (Start Time: 9:00 AM - End Time:  1:00 PM)","","grownyc.org/compost",311,38,3027800,NA,NA,40.609644,-73.999683,62,60815,"POINT (-73.999683 40.609644)","","",49,11,"BKS11","BKS113","BKS",17
"Queens","South Jamaica","CPF Liberty Collective Learning Garden","106-1 173rd Street, Jamaica, NY","CPF Liberty Collective Learning Garden","April - August","Mon & Weds (Start Time: 10:00 AM - End Time:  4:00 PM)","","",412,27,4044000,NA,NA,40.7018967,-73.7834692,103,60884,"POINT (-73.7834692 40.7018967)","","",29,5,"QE12","QE123","QE",14
"Queens","Rego Park","The Compost Collective","The corner of Yellowstone Blvd, and Kessel Street Forest Hills, NY 11375","The Compost Collective","Year Round (Except February)","Saturday (Start Time: 12:00 PM - End Time:  2:00 PM)","","https://www.facebook.com/pg/thecompostcollective/about/?ref=page_internal",406,30,4070300,NA,NA,40.71645,-73.85778,112,60852,"POINT (-73.85778 40.71645)","","",28,6,"QW06","QW062","QW",15
"Bronx","Norwood","Keepers House Edible Garden","3400 Reservoir Oval East","Friends of Mosholu Parkland","Year Round","Every day (Start Time: 9:00 AM - End Time:  8:00 PM)","","www.mpcbronx.org",207,11,2042300,NA,NA,40.87896,-73.87585,52,60793,"POINT (-73.87585 40.87896)","","",81,15,"BX07","BX073","BX",33
"Queens","Astoria (North)-Ditmars-Steinway","Astoria Pug: Ditmars","Ditmars #1 Municipal Parking Field 22-18 33rd Street","Astoria Pug","Year Round","Saturday (Start Time: 9:00 AM - End Time:  3:45 PM)","","https://www.instagram.com/astoriapug/?hl=en",401,22,4011500,NA,NA,40.774194,-73.911611,114,60339,"POINT (-73.911611 40.774194)","","",34,14,"QW01","QW012","QW",12
"Bronx","University Heights (North)-Fordham","New Beginnings Community Garden","2502 Davidson Ave","New Beginnings Community Garden","Year Round","Friday, Saturday, Sunday (Start Time: Saturday 2:00 PM, Sunday 2:00 PM, Friday 5:00 PM - End Time:  Saturday 5:00 PM, Sunday 5:00 PM, Friday 6:00 PM)","","@new.beginnings.garden",207,14,2026500,NA,NA,40.864176,-73.900932,52,60788,"POINT (-73.900932 40.864176)","","",78,13,"BX07","BX071","BX",31
"Manhattan","Chelsea-Hudson Yards","Hudson River Park's 14th Street Park at 10th Ave.","14th Street Park at southwest corner of 15th St. and 10th Ave","Staff at Hudson River Park","Year Round","Every day (Start Time: 7:00 AM - End Time:  7:00 PM)","","https://hudsonriverpark.org/the-park/sustainability/community-compost-program/",104,3,1009901,NA,NA,40.742827,-74.0078384,10,60678,"POINT (-74.0078384 40.742827)","","",66,10,"MN04","MN041","MN",47
"Bronx","Riverdale-Spuyten Duyvil","Riverdale Neighborhood House","5521 Mosholu Ave Bronx, NY 10471","Riverdale Neighborhood House","Year Round","Thursday (Start Time: 1:00 PM - End Time:  6:00 PM)","","https://www.riverdaleonline.org/",208,11,2033700,NA,NA,40.90354363,-73.90384467,50,60800,"POINT (-73.90384467 40.90354363)","","",81,15,"BX08","BX083","BX",33
"Brooklyn","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","Christ Church Community Compost","326 Clinton Street","Volunteers at Christ Church","Year Round","Sunday and Wednesday (Start Time: Sunday 9:00 AM Wednesday 7:00 PM - End Time:  Sunday 10:00 AM, Wednesday 8:00 PM)","","www.christchurchcobblehill.net",306,39,3006700,3003240036,3003899,40.68596,-73.99701,76,60825,"POINT (-73.99701 40.68596)","","",52,10,"BKS06","BKS062","BKS",26
"Manhattan","Midtown South-Flatiron-Union Square","Madison Square Park Food Scrap Drop-off","Madison Avenue & E 25 Street","GrowNYC","Year Round","Wednesday (Start Time: 8:00 AM - End Time:  1:00 PM)","","grownyc.org/compost",105,3,1005600,NA,NA,40.742278,-73.98725,13,60651,"POINT (-73.98725 40.742278)","","",74,12,"MN05","MN051","MN",28
"Manhattan","West Village","Hudson River Park Pier 46 at Charles St","Pier 46 at Charles St","Staff at Hudson River Park","Year Round","Every day (Start Time: 7:00 AM - End Time:  7:00 PM)","","https://hudsonriverpark.org/the-park/sustainability/community-compost-program/",102,3,1007500,NA,NA,40.734225,-74.010722,6,60572,"POINT (-74.010722 40.734225)","","",66,10,"MN02","MN022","MN",27
"Manhattan","East Village","Tompkins Square Greenmarket","E 7th St & Avenue A, New York, NY 10009","NYC Compost Project Hosted by LES Ecology Center","Year Round","Sunday (Start Time: 8:00 AM - End Time:  5:00 PM)","","https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/",103,2,1003200,NA,NA,40.725995,-73.983207,9,60585,"POINT (-73.983207 40.725995)","","",74,10,"MN03","MN034","MN",27
"Bronx","Concourse-Concourse Village","New Roots Community Farm","670 Grand Concourse, The Bronx, NY 10451","GrowNYC","Year Round","Friday (Start Time: 8:00 AM - End Time:  12:00 PM)","No meat, bones, or dairy","grownyc.org/compost",204,16,2005902,NA,NA,40.82135,-73.92506,44,60756,"POINT (-73.92506 40.82135)","","",84,15,"BX04","BX041","BX",29
"Manhattan","East Village","*LAST DAY DECEMBER 4* 1st Ave and 1st St","First Avenue between Houston and First Street (West Side)","NYC Compost Project Hosted by LES Ecology Center","Year Round","Monday (Start Time: 9:00 AM - End Time:  2:00 PM)","","https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/",103,2,1003602,NA,NA,40.723183,-73.988622,9,60592,"POINT (-73.988622 40.723183)","","",66,10,"MN03","MN033","MN",27
"Queens","Bellerose","Queens County Farm Museum","73-50 Little Neck Parkway, Queens, NY 11004","Staff at Queens County Farm Museum","Year Round","Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM)","*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off","http://queensfarm.org/",413,23,4156700,NA,NA,40.748406,-73.721002,105,60888,"POINT (-73.721002 40.748406)","","",26,3,"QE13","QE131","QE",11
"Manhattan","Upper East Side-Carnegie Hill","East 96th Street Food Scrap Drop-off","96th St & Lexington Ave","GrowNYC","Year Round","Friday (Start Time: 7:30 AM - End Time:  11:30 AM)","No meat, bones, or dairy","grownyc.org/compost",108,5,1015801,NA,NA,40.785792,-73.950833,19,60624,"POINT (-73.950833 40.785792)","","",68,12,"MN08","MN085","MN",28
"Brooklyn","Windsor Terrace-South Slope","Brooklyn Hope Church","120 16th Street, Brooklyn, New York 11215","Brooklyn Hope Church","Year Round","Sunday (Start Time: 12:00 PM - End Time:  2:00 PM)","Accepts meat, bones, and dairy","Brooklynhope.org",307,38,3014102,NA,NA,40.6657639,-73.9918034,72,60811,"POINT (-73.9918034 40.6657639)","","",51,10,"BKS07","BKS072","BKS",26
"Queens","Long Island City-Hunters Point","The Connected Chef","49-09 5th Street, Queens, NY 11101","The Connected Chef","Year Round","Friday and Saturday (Start Time: Friday 8:30 AM, Saturday 9:00 AM - End Time:  Friday 3:30 PM, Saturday 2:00 PM)","","",402,26,4000701,NA,NA,40.74387,-73.9562,108,60856,"POINT (-73.9562 40.74387)","","",37,7,"QW02","QW023","QW",59
"Staten Island","West New Brighton-Silver Lake-Grymes Hill","Grymes Hill Wagner College","1 Campus Rd, Staten Island, NY 10301","Wagner College","September - June","24/7 (Start Time: 24/7 - End Time:  24/7)","","wagner.edu",501,49,5004700,NA,NA,40.613444,-74.095028,120,60517,"POINT (-74.095028 40.613444)","","",63,11,"SI01","SI011","SI",24
"Manhattan","Chelsea-Hudson Yards","*LAST DAY DECEMBER 6* 8th Ave & 24th St","W 24th St. and 8th Ave., New York, NY, 1001 (Collection bins are on the northwest corner of W 24th St and 8th Ave., near subway exit)","NYC Compost Project Hosted by LES Ecology Center","Year Round","Wednesday (Start Time: 9:00 AM - End Time:  2:00 PM)","","https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/",104,3,1009100,NA,NA,40.745331,-73.998272,10,60682,"POINT (-73.998272 40.745331)","","",75,12,"MN04","MN042","MN",47
"Manhattan","Financial District-Battery Park City","Battery Park City Authority Rockefeller Park","Lower level downstairs at corner of Chambers St and River Terrace","Battery Park City Authority","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","https://bpca.ny.gov/nature-and-sustainability/sustainability/",101,1,1031703,NA,NA,40.7183877,-74.0148782,1,60549,"POINT (-74.0148782 40.7183877)","","",61,10,"MN01","MN013","MN",27
"Queens","Astoria (North)-Ditmars-Steinway","Astoria Pug: 41st Street","Ditmars Boulevard and 41st Street","Astoria Pug","Year Round","Monday (Start Time: 8:00 AM - End Time:  2:15 PM)","","https://www.instagram.com/astoriapug/?hl=en",401,22,4012100,NA,NA,40.7724122,-73.9053388,114,60338,"POINT (-73.9053388 40.7724122)","","",34,14,"QW01","QW012","QW",12
"Manhattan","East Harlem (North)","Lydia's Magic Garden","1665 Park Avenue, Manhattan 10035 between 117th and 118th Streets","Lydia's Magic Garden","Seasonal","Tuesday - Sunday (Start Time: Tuesday 5:30 PM, Wednesday 7:00 AM, Saturday 10:00 AM, Sunday 11:00 AM - End Time:  Tuesday 7:30 PM, Wednesday 9:00 AM, Saturday 12:00 PM, Sunday 1:00 PM)","Bring food scraps inside the garden to place in the compost tumbler.","https://www.facebook.com/lydiasmagicgarden/",111,8,1018200,NA,NA,40.80014,-73.94232,25,60746,"POINT (-73.94232 40.80014)","","",68,13,"MN11","MN112","MN",30
"Brooklyn","East New York-New Lots","East New York Farms: 400 Montauk Ave Block Association Garden","956 New Lots Avenue, Brooklyn, NY 11208","East New York Farms","Year Round","Sunday from 11am - 3pm and Mondays from 5:30pm - 6:30pm (Start Time: Sunday from 11am - 3pm and Mondays from 5:30pm - 6:30pm - End Time:  Sunday from 11am - 3pm and Mondays from 5:30pm - 6:3","","ucceny.org/enyf-old/compost/",305,42,3111800,NA,NA,40.6689286,-73.876838,75,60843,"POINT (-73.876838 40.6689286)","","",60,8,"BKN05","BKN053","BKN",19
"Queens","Astoria (East)-Woodside (North)","Moore-Jackson Cemetery/Garden","51st Street between 31st and 32nd Avenue, Woodside, NY 11377","Members at Moore-Jackson Garden","Year Round","Saturday (Start Time: 9:00 AM - End Time:  12:00 PM)","","https://www.facebook.com/MooreJacksonNYC/",401,25,4029500,NA,NA,40.756149,-73.907915,114,60334,"POINT (-73.907915 40.756149)","","",30,7,"QW01","QW015","QW",12
"Queens","Astoria (East)-Woodside (North)","Astoria Pug: Newtown","30-36 41st Street, Astoria, NY","Astoria Pug","Year Round","Friday (Start Time: 11:00 AM - End Time:  4:30 PM)","","https://www.instagram.com/astoriapug/?hl=en",401,22,4014900,NA,NA,40.762667,-73.915111,114,60311,"POINT (-73.915111 40.762667)","","",36,14,"QW01","QW015","QW",12
"Queens","Elmhurst","Terraza 7","40-19 Gleane Street, Elmhurst, NY, 11373","","Year Round","Sundays (Start Time: 9:30 AM - End Time:  1:30 PM)","","https://terraza7.com/",404,25,4026901,NA,NA,40.7475361,-73.8820084,110,60828,"POINT (-73.8820084 40.7475361)","","",39,6,"QW04","QW041","QW",13
"Brooklyn","East New York-New Lots","*TEMPORARILY CLOSED* Rockaway Avenue Community Compost Site","1149 Rockaway Avenue, Brooklyn NY, 11236","NYC Compost Project Hosted by LES Ecology Center","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/",318,42,3109800,NA,NA,40.6516767,-73.9059912,69,60873,"POINT (-73.9059912 40.6516767)","","",60,8,"BKS18","BKS181","BKS",19
"Bronx","Bedford Park","Lehman College","Gate 8: Bedford Park Blvd West & Paul Ave Bronx, NY 10468","Volunteers at Lehman College","Year Round","Monday (Start Time: 9:00 AM - End Time:  12:00 PM)","","http://www.lehman.cuny.edu/",207,11,2040900,NA,NA,40.873838,-73.895344,52,60796,"POINT (-73.895344 40.873838)","","",78,13,"BX07","BX072","BX",31
"Brooklyn","East New York (North)","East New York Farms: Poppa & Momma Jones Historical Garden","337 Van Siclen Ave, Brooklyn, NY 11207","East New York Farms","March - November","24/7 (Start Time: 24/7 - End Time:  24/7)","","ucceny.org/enyf-old/compost/",305,42,3115200,NA,NA,40.671653,-73.889806,75,60841,"POINT (-73.889806 40.671653)","","",54,8,"BKN05","BKN051","BKN",19
"Brooklyn","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","Red Hook Community Farm","103 Otsego St, Brooklyn, NY 11231","NYC Compost Project Hosted by Big Reuse","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","",306,38,3005302,NA,NA,40.6726299,-74.0103773,76,60824,"POINT (-74.0103773 40.6726299)","","",51,10,"BKS06","BKS061","BKS",26
"Brooklyn","Prospect Park","Grand Army Plaza Greenmarket","Flatbush Ave & Prospect Park W (Prospect Park entrance)","GrowNYC","Year Round","Saturday (Start Time: 8:00 AM - End Time:  3:00 PM)","","grownyc.org/compost",355,39,3017700,NA,NA,40.671899,-73.969673,78,60450,"POINT (-73.969673 40.671899)","","",44,10,"","","BKS",20
"Brooklyn","East Flatbush-Rugby","Wyckoff Farmhouse Museum","5816 Clarendon Rd, Brooklyn, NY 11203","Staff at Wychoff Farmhouse Museum","Year Round (Except February)","Every day (Start Time: Dawn - End Time:  Dusk)","","wyckoffmuseum.org",317,45,3094600,NA,NA,40.64451,-73.92038,67,60875,"POINT (-73.92038 40.64451)","","",58,9,"BKN17","BKN175","BKN",19
"Staten Island","New Springville-Willowbrook-Bulls Head-Travis","Staten Island Mall Greenmarket","Staten Island Mall, Marsh Ave & Ring Rd, Staten Island, NY 10314","NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden","June 11 - November 19","Saturday (Start Time: 8:30 AM - End Time:  12:30 PM)","","snug-harbor.org",502,51,5027702,NA,NA,40.583757,-74.161931,121,60521,"POINT (-74.161931 40.583757)","","",63,11,"SI02","SI024","SI",24
"Bronx","Mount Eden-Claremont (West)","New Settlement- 170 Farm Stand","New Settlement Community Center 1501 Jerome Ave.","New Settlement- 170 Farm Stand","July 14th-November 24th","Wednesday (Start Time: 2:30 PM - End Time:  5:00 PM)","","http://www.newsettlementcommunitycenter.org/",204,16,2022300,NA,NA,40.840005,-73.916636,44,60764,"POINT (-73.916636 40.840005)","","",77,15,"BX04","BX043","BX",32
"Manhattan","Financial District-Battery Park City","Battery Park City Authority Headquarters","75 Battery Place","Battery Park City Authority","Year Round","24/7 (Start Time: 24/7 - End Time:  24/7)","","https://bpca.ny.gov/nature-and-sustainability/sustainability/",101,1,1031704,1000167517,1087842,40.7067584,-74.0171557,1,60553,"POINT (-74.0171557 40.7067584)","","",61,10,"MN01","MN011","MN",27
"Queens","Woodside","New Roots Community Garden, Queens","Adjacent to 41-38 69th Street and Woodside Avenue","New Roots Community Garden, Queens","April - October","Tuesday, Thursday, Sunday (Start Time: Sundays: 12 pm; Tuesdays + Thursdays 6 pm - End Time:  Sunday: 1 pm; Tues/thus: 7 pm)","","",402,26,4048302,NA,NA,40.74268,-73.89566,108,60860,"POINT (-73.89566 40.74268)","","",30,6,"QW02","QW021","QW",12
"Queens","Flushing-Willets Point","Queens Botanical Garden Public Food Scrap Drop-Off","Parking Garden at QBG 42-80 Crommelin Street 42-80 Crommelin Avenue, Flushing, NY 11355","NYC Compost Project Hosted by Queens Botanical Garden","Year Round","Every day (Start Time: 8:00 AM - End Time:  5:00 PM)","","",407,20,4079702,NA,NA,40.75159,-73.82981,109,60880,"POINT (-73.82981 40.75159)","","",25,6,"QE07","QE071","QE",16
"Bronx","Melrose","Rainbow Garden of Health","757 Melrose Ave Bronx, NY 10451","","Year Round","Wednesday, Thursday, Saturday (Start Time: 10:00 AM - End Time:  Wednesday 1:00 PM, Thursday 1:00 PM, Saturday 2:00 PM)","","",201,17,2006900,NA,NA,40.8215402,-73.9155499,40,60819,"POINT (-73.9155499 40.8215402)","","",79,15,"BX01","BX011","BX",29
"Brooklyn","Prospect Heights","Prospect Heights Food Scrap Drop-off","Park Place & Carlton Ave","GrowNYC","Year Round","Thursday (Start Time: 8:00 AM - End Time:  11:00 AM)","","grownyc.org/compost",308,35,3016300,NA,NA,40.67741,-73.972226,78,60445,"POINT (-73.972226 40.67741)","","",52,10,"BKN08","BKN081","BKN",20
